Pack_ID,DS-A-0-163,DS-A-0-165,DS-A-1-104,DS-A-1-105,DS-A-2-115,DS-A-2-116,DS-A-2-117,DS-A-3-127,DS-A-3-128,DS-A-3-129,DS-A-4-139,DS-A-4-140,DS-A-4-141,DS-B-0-172,DS-B-0-173,DS-B-0-174,DS-B-1-106,DS-B-1-107,DS-B-1-108,DS-B-2-118,DS-B-2-119,DS-B-2-120,DS-B-3-131,DS-B-3-132,DS-B-4-142,DS-B-4-143,DS-C-1-97,DS-C-1-98,DS-C-1-99,DS-C-2-109,DS-C-2-110,DS-C-2-111,DS-C-3-122,DS-C-3-123,DS-C-4-133,DS-C-4-135,DS-O-0-154,DS-O-0-155,DS-O-0-156,DS-O-1-100,DS-O-1-101,DS-O-1-102,DS-O-2-112,DS-O-2-113,DS-O-3-124,DS-O-3-126,DS-O-4-138,G-A-0-160,G-A-0-161,G-A-0-162,G-A-1-55,G-A-1-56,G-A-1-57,G-A-2-67,G-A-2-68,G-A-2-69,G-A-3-79,G-A-3-80,G-A-3-81,G-A-4-91,G-A-4-92,G-B-0-169,G-B-0-170,G-B-1-58,G-B-1-59,G-B-1-60,G-B-2-71,G-B-3-82,G-B-3-83,G-B-3-84,G-B-4-94,G-B-4-96,G-C-1-49,G-C-1-50,G-C-1-51,G-C-2-61,G-C-2-62,G-C-3-73,G-C-3-74,G-C-3-75,G-C-4-85,G-C-4-87,G-O-0-151,G-O-0-152,G-O-0-153,G-O-1-52,G-O-1-53,G-O-1-54,G-O-2-64,G-O-2-65,G-O-2-66,G-O-3-76,G-O-3-77,G-O-3-78,US-A-0-157,US-A-0-158,US-A-0-159,US-A-1-7,US-A-1-8,US-A-1-9,US-A-2-19,US-A-2-21,US-A-3-31,US-A-3-33,US-A-4-45,US-B-0-166,US-B-0-167,US-B-0-168,US-B-1-10,US-B-1-11,US-B-1-12,US-B-2-22,US-B-2-23,US-B-2-24,US-B-4-46,US-C-0-145,US-C-1-1,US-C-1-3,US-C-2-13,US-C-2-14,US-C-2-15,US-C-3-25,US-C-3-26,US-C-3-27,US-C-4-37,US-C-4-38,US-C-4-39,US-O-0-148,US-O-0-149,US-O-0-150,US-O-1-4,US-O-1-5,US-O-1-6,US-O-2-16,US-O-2-17,US-O-2-18,US-O-3-28,US-O-3-29
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae,0,0,1,0,0,12,0,22,4,16,5,10,10,0,0,0,4,0,0,3,0,15,21,6,4,26,8,4,10,50,1,5,3,1,1,0,0,0,0,0,0,0,12,0,2,0,7,0,0,0,0,1,0,0,1,0,3,2,7,0,0,0,0,2,3,0,1,6,8,7,1,6,4,6,3,2,1,2,2,2,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,1,0,0,0,4,0,4,0,0,15,3,0,2,8,2,0,4,2,1,0,1,0,22,0,0,0,3,11,0,1,0,0,0,3
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09;f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__IndB3-24;f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MBNT15;f__,0,0,5,2,3,5,3,0,1,2,1,1,3,0,0,0,2,0,0,0,1,0,14,7,0,2,6,5,1,5,6,10,2,2,3,18,0,0,0,1,0,0,6,9,0,0,2,0,0,0,2,0,4,3,3,3,4,0,5,1,7,0,0,2,0,1,1,2,4,1,0,0,10,2,7,2,2,0,5,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,0,0,0,0,2,2,1,0,0,3,1,0,7,5,1,2,5,0,2,2,2,3,3,0,0,0,0,6,0,2,0,0,4,1
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,2,0,2,0,1,10,7,14,32,5,8,5,7,0,0,0,12,0,0,1,2,57,27,70,5,19,10,5,9,7,10,4,11,12,7,14,0,1,0,0,1,1,12,1,0,8,1,0,2,2,3,3,0,2,1,2,0,2,6,6,2,0,0,2,4,1,3,2,10,63,1,4,4,5,4,4,0,1,5,0,2,1,1,0,0,0,1,1,1,1,2,0,0,0,0,13,0,1,2,1,3,1,5,0,4,0,0,1,0,2,11,0,0,1,2,31,1,1,2,6,1,5,4,2,1,3,9,3,0,0,4,0,3,0,1,1,3,2
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacterineae,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,34,3,4,3,0,2,0,0,0,0,3,11,0,2,6,0,0,0,0,0,0,0,0,4,4,2,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45,11,50,0,4,6,10,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1,1,10,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,13,48,3,6,3,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae,0,0,0,0,0,0,1,0,3,0,6,4,7,0,0,0,0,0,0,0,1,1,4,0,4,4,0,0,0,5,2,4,6,3,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,2,2,1,0,0,0,2,0,0,0,2,4,1,2,2,1,0,5,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,0,0,3,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae,0,0,0,0,2,4,0,0,3,0,0,2,4,0,0,0,3,0,0,0,0,0,25,3,0,2,7,2,3,0,3,0,2,3,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,2,0,1,2,0,7,1,3,0,0,7,8,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,2,1,1,4,0,0,5,0,0,0,0,2,0,0,0,1,0,1
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae,0,0,0,1,0,0,0,0,2,2,4,0,5,0,0,0,0,0,0,0,4,0,2,0,1,2,3,0,0,8,1,1,5,7,5,0,0,0,0,0,0,2,2,0,1,2,2,0,0,2,0,0,0,1,1,0,1,0,0,2,1,1,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,8,14,4,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;__,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,2,0,3,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,2,1,2,4,3,3,3,0,1,0,2,0,0,0,0,2,0,0,11,1,0,0,0,0,0,0,0,4,0,0,4,0,8,0,2,0,2,0,0,1,0,0,1,0,1,0,2,0,1,0,4,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__JTB38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,2,1,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NKB15;f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__PB19;f__,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,2,3,0,7,3,1,0,1,0,0,0,0,0,3,2,0,0,1,0,13,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae,0,0,3,8,2,14,2,1,0,1,0,3,2,0,0,0,3,3,0,0,1,1,22,20,3,7,7,6,5,4,3,6,3,2,1,0,0,0,0,1,0,0,7,2,0,0,1,0,0,0,1,1,2,5,2,0,6,0,1,1,1,0,0,2,29,0,1,1,3,12,1,12,6,0,9,1,2,0,5,3,2,2,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,12,9,0,2,11,0,2,1,1,4,10,0,0,0,1,6,0,0,0,1,2,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae,0,0,11,3,5,37,1,0,6,1,4,4,6,0,0,0,3,2,1,0,2,0,15,7,1,15,14,14,3,3,2,10,6,7,5,5,0,0,0,1,0,1,41,15,1,1,6,0,0,0,0,0,1,10,6,0,14,2,5,2,7,0,0,3,7,5,1,5,4,1,4,5,6,6,14,2,3,4,5,2,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,3,6,1,5,8,6,0,0,0,12,0,3,0,0,5,7,0,21,4,7,5,24,1,2,1,5,3,4,0,0,0,1,4,0,3,0,2,4,1
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophorhabdaceae,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,6,0,5,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__,0,0,0,2,0,12,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,11,0,0,0,7,0,1,2,1,2,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,3,0,0,0,0,2,1,2,0,0,1,1,0,4,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__[Entotheonellaceae],0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae,0,0,0,0,0,0,0,11,4,6,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,2,5,0,2,3,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,1,2,1,4,7,2,0,2,0,3,4,0,0,0,0,1,0,0,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,0,4,10,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__,0,0,0,0,0,0,0,8,1,0,0,5,0,0,0,0,0,0,0,0,7,19,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,0,0,1,0,0,1,5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,26,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__125ds10,0,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
